Total	226490984.0	24108946.0
4147595	1	65538
93576456	1	5576
36194492	1	5460
12915669	1	4200
200271701	1	3288
119301481	1	3260
166306442	1	3138
11514336	1	3094
165915887	1	2965
165912921	1	2962
169827407	1	2814
168132318	1	2796
35300488	1	2794
118236049	1	2794
34466370	1	2743
117843169	1	2743
200065710	1	2743
34460796	1	2740
34463626	1	2740
117837595	1	2740
117840425	1	2740
200060176	1	2740
200062966	1	2740
200104624	1	2738
87805392	1	2704
173456768	1	2548
171471214	1	2523
171468690	1	2520
86653234	1	2459
86650774	1	2456
37375922	1	2446
169358431	1	2335
169360767	1	2335
172189447	1	2335
172191783	1	2335
169356095	1	2332
172187111	1	2332
173446658	1	2328
164293561	1	2236
89555139	1	2228
119321116	1	2214
88828567	1	2212
36121810	1	2194
7999701	1	2113
165690469	1	2112
7997587	1	2110
165935465	1	2075
174338035	1	2075
174340111	1	2075
93361934	1	2072
165933389	1	2072
174335959	1	2072
93369851	1	2028
167590975	1	2014
200101027	1	1988
173842434	1	1965
86182059	1	1942
173840445	1	1918
8409321	1	1910
34426708	1	1818
171489057	1	1807
171490865	1	1807
171487249	1	1804
174169471	1	1756
90776222	1	1751
90774470	1	1748
86668845	1	1733
93997729	1	1733
86667111	1	1730
93995995	1	1730
87317795	1	1712
117964228	1	1708
36772586	1	1700
91889924	1	1640
9570182	1	1621
89060734	1	1621
168209496	1	1621
9568560	1	1618
89059112	1	1618
168207874	1	1618
36778250	1	1602
8119655	1	1566
88334446	1	1564
89787854	1	1563
89789418	1	1563
92309147	1	1563
92310711	1	1563
89786290	1	1560
92307583	1	1560
166848020	1	1550
20845701	1	1548
9577155	1	1533
89067723	1	1533
168216501	1	1533
9575621	1	1530
89066189	1	1530
168214967	1	1530
93733384	1	1515
37402372	1	1512
7398479	1	1508
10568714	1	1507
10567206	1	1504
8013077	1	1491
12841258	1	1491
8011585	1	1488
12839766	1	1488
9583559	1	1481
89074094	1	1481
168222895	1	1481
9582077	1	1478
89072612	1	1478
168221413	1	1478
173627935	1	1472
8195833	1	1468
166853290	1	1445
166854736	1	1445
166851844	1	1442
165952373	1	1365
165953739	1	1365
174357313	1	1365
174358679	1	1365
165951007	1	1362
174355947	1	1362
172075859	1	1352
10221522	1	1317
10222840	1	1317
12414195	1	1317
12415513	1	1317
10220204	1	1314
12412877	1	1314
35854845	1	1314
119239791	1	1310
164817004	1	1237
173298657	1	1237
173297419	1	1234
93731845	1	1192
87611514	1	1188
35149144	1	1164
92218440	1	1118
90790543	1	1117
90791661	1	1117
90789425	1	1114
8757386	1	1106
86683291	1	1105
86684397	1	1105
94012671	1	1105
94013777	1	1105
86682185	1	1102
94011565	1	1102
87615630	1	1101
87616732	1	1101
34788752	1	1100
10413066	1	1098
87614528	1	1098
118141668	1	1086
12730015	1	1077
119318901	1	1060
86606199	1	1053
93112832	1	1053
93111778	1	1050
34749506	1	1043
34750550	1	1043
34748462	1	1040
172445611	1	1036
170342705	1	1033
90957612	1	1032
2230	1	1025
3295	1	1025
4359	1	1024
88117749	1	1024
35861426	1	1021
35862448	1	1021
35860404	1	1018
164815743	1	1016
12507070	1	1014
173725079	1	1000
170721143	1	996
9241106	1	992
10580443	1	989
10581433	1	989
10579453	1	986
9163995	1	984
8024727	1	979
8025707	1	979
12853067	1	979
12854047	1	979
8023747	1	976
12852087	1	976
171506405	1	976
90547198	1	970
12510948	1	952
10383530	1	950
91070019	1	950
37403313	1	940
118309018	1	940
93595925	1	934
173461286	1	926
37273223	1	924
173246380	1	915
173245464	1	913
