Total,169225684.0,76474519.0
693,1,152
74289049,1,33
74289083,1,33
74289117,1,33
74289151,1,33
74289185,1,33
74289219,1,33
74289253,1,33
74289287,1,33
74289321,1,33
74289355,1,33
74289389,1,33
74289423,1,33
74289457,1,33
74289491,1,33
74289525,1,33
74289559,1,33
74289593,1,33
74289627,1,33
74289661,1,33
74289695,1,33
74289729,1,33
74289763,1,33
74289797,1,33
74289831,1,33
74289865,1,33
74289899,1,33
74289933,1,33
74289967,1,33
74290001,1,33
74290035,1,33
74290069,1,33
74290103,1,33
74290137,1,33
74290171,1,33
74290205,1,33
74290239,1,33
74290273,1,33
74290307,1,33
74290341,1,33
74290375,1,33
74290409,1,33
74290443,1,33
74290477,1,33
74290511,1,33
74290545,1,33
74290579,1,33
74290613,1,33
74290647,1,33
74290681,1,33
74290715,1,33
74290749,1,33
74290783,1,33
74290817,1,33
74290851,1,33
74290885,1,33
74290919,1,33
74290953,1,33
74290987,1,33
74291021,1,33
74291055,1,33
74291089,1,33
74291123,1,33
74291157,1,33
74291191,1,33
74291225,1,33
74291259,1,33
74291293,1,33
74291327,1,33
74291361,1,33
74291395,1,33
74291429,1,33
74291463,1,33
74291497,1,33
74291531,1,33
74291565,1,33
74291599,1,33
74291633,1,33
74291667,1,33
74291701,1,33
74291735,1,33
74291769,1,33
74291803,1,33
74291837,1,33
74291871,1,33
74291905,1,33
74291939,1,33
74291973,1,33
74292007,1,33
74292041,1,33
74292075,1,33
74292109,1,33
74292143,1,33
74292177,1,33
74292211,1,33
74292245,1,33
74292279,1,33
74292313,1,33
74292347,1,33
74292381,1,33
74292415,1,33
74292449,1,33
74292483,1,33
74292517,1,33
74292551,1,33
74292585,1,33
74292619,1,33
74292653,1,33
74292687,1,33
74292721,1,33
74292755,1,33
74292789,1,33
74292823,1,33
74292857,1,33
74292891,1,33
74292925,1,33
74292959,1,33
74292993,1,33
74293027,1,33
74293061,1,33
74293095,1,33
74293129,1,33
74293163,1,33
74293197,1,33
74293231,1,33
74293265,1,33
74293299,1,33
74293333,1,33
74293367,1,33
74293401,1,33
74293435,1,33
74293469,1,33
74293503,1,33
74293537,1,33
74293571,1,33
74293605,1,33
74293639,1,33
74293673,1,33
74293707,1,33
74293741,1,33
74293775,1,33
74293809,1,33
74293843,1,33
74293877,1,33
74293910,1,32
1842,1,30
1542,1,27
2240,1,27
2937,1,27
3646,1,27
4271,1,27
4392,1,27
4512,1,27
4663,1,27
4782,1,27
4935,1,27
5090,1,27
5250,1,27
5382,1,27
5550,1,27
5749,1,27
5892,1,27
6053,1,27
6219,1,27
6374,1,27
6534,1,27
6700,1,27
6870,1,27
7043,1,27
7220,1,27
7416,1,27
7612,1,27
7799,1,27
7991,1,27
8187,1,27
8387,1,27
8592,1,27
8801,1,27
9014,1,27
9228,1,27
9449,1,27
9671,1,27
9900,1,27
10201,1,27
10497,1,27
10737,1,27
11041,1,27
11289,1,27
1996,1,26
2475,1,26
2697,1,26
3172,1,26
3326,1,26
3881,1,26
4035,1,26
1217,1,17
12365,1,16
65972,1,16
119118,1,16
169826,1,16
