Total	11993059.0	5939535.0
816	0	9
835	0	9
1389	0	9
1662	0	9
2381	0	9
3066	0	9
3099	0	9
3818	0	9
3973	0	9
4897	0	9
5256	0	9
5582	0	9
5615	0	9
5974	0	9
6130	0	9
6334	0	9
6694	0	9
7388	0	9
7421	0	9
7780	0	9
8139	0	9
8857	0	9
9576	0	9
9935	0	9
10261	0	9
10294	0	9
10364	0	9
10653	0	9
11380	0	9
11906	0	9
12469	0	9
12625	0	9
12829	0	9
13189	0	9
13548	0	9
13908	0	9
14267	0	9
14626	0	9
14986	0	9
15712	0	9
16406	0	9
16439	0	9
17173	0	9
17532	0	9
18978	0	9
19048	0	9
19337	0	9
20024	0	9
20416	0	9
20775	0	9
20931	0	9
21135	0	9
21290	0	9
21494	0	9
22220	0	9
22579	0	9
22734	0	9
23008	0	9
23453	0	9
24016	0	9
24376	0	9
24531	0	9
24735	0	9
24805	0	9
25061	0	9
25094	0	9
25421	0	9
25454	0	9
25814	0	9
26173	0	9
26532	0	9
26892	0	9
27219	0	9
27252	0	9
27612	0	9
27971	0	9
28690	0	9
28845	0	9
29049	0	9
29375	0	9
30134	0	9
30493	0	9
30563	0	9
30819	0	9
30852	0	9
31212	0	9
31571	0	9
32297	0	9
32657	0	9
33174	0	9
33378	0	9
33738	0	9
34098	0	9
34254	0	9
34825	0	9
35185	0	9
35545	0	9
35905	0	9
36280	0	9
36351	0	9
36640	0	9
36999	0	9
37718	0	9
38234	0	9
38804	0	9
39164	0	9
39883	0	9
40243	0	9
40603	0	9
41330	0	9
41400	0	9
41689	0	9
42049	0	9
42375	0	9
42408	0	9
42768	0	9
43454	0	9
43487	0	9
43846	0	9
44205	0	9
44275	0	9
44930	0	9
45085	0	9
45289	0	9
45649	0	9
46008	0	9
46383	0	9
46454	0	9
46710	0	9
46743	0	9
47102	0	9
47462	0	9
48180	0	9
48250	0	9
48506	0	9
48539	0	9
49265	0	9
49624	0	9
49983	0	9
50309	0	9
50342	0	9
51073	0	9
51228	0	9
51432	0	9
51502	0	9
51791	0	9
52522	0	9
52848	0	9
53037	0	9
53601	0	9
53960	0	9
54335	0	9
54694	0	9
55053	0	9
55413	0	9
55773	0	9
56100	0	9
56860	0	9
57553	0	9
57586	0	9
58313	0	9
59040	0	9
59401	0	9
59761	0	9
60121	0	9
60191	0	9
60480	0	9
60840	0	9
61199	0	9
61925	0	9
62285	0	9
62440	0	9
63003	0	9
64083	0	9
64239	0	9
64802	0	9
65161	0	9
65520	0	9
65879	0	9
66239	0	9
66599	0	9
66958	0	9
67318	0	9
67677	0	9
68763	0	9
69089	0	9
69122	0	9
69483	0	9
70203	0	9
70529	0	9
70562	0	9
70923	0	9
71283	0	9
71642	0	9
72001	0	9
72720	0	9
72875	0	9
73046	0	9
73079	0	9
73509	0	9
